date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:15:11	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/cdnjs.cloudflare.com/ajax/libs/popper.js/1.16.0/umd/popper.min.2c.delayed	(from https://ecetfreedom.netlify.app/pp.html)
10:15:11	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/maxcdn.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/maxcdn.bootstrapcdn.com/bootstrap/4.5.0/js/bootstrap.min.2d.delayed	(from https://ecetfreedom.netlify.app/pp.html)
10:15:12	17867/17867	---MCZ	200	added ('OK')	text/html	etag:%22246cd8d68a13a36b19327f13f02b4a99-ssl-df%22	https://ecetfreedom.netlify.app/index-2.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/index-3.html	(from https://ecetfreedom.netlify.app/pp.html)
10:15:12	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google__G__Logo.svg/512px-Google__G__Logo.svg.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google__G__Logo.svg/512px-Google__G__Logo.svg.2f.delayed	(from https://ecetfreedom.netlify.app/pp.html)
10:15:13	16770/16770	---MCZ	200	added ('OK')	text/html	etag:%22574e7b2fba59026a79885046bda0edf6-ssl-df%22	https://ecetfreedom.netlify.app/question.html	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/question.html	(from https://ecetfreedom.netlify.app/pp.html)
10:15:14	1396/1396	---M-Z	200	added ('OK')	text/css	etag:%226832803ed0226ec96a4ab1429a64e711-ssl-df%22	https://ecetfreedom.netlify.app/css/techp.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/techp.css	(from https://ecetfreedom.netlify.app/techp.html)
10:15:14	23046/23046	---M--	200	added ('OK')	image/png	etag:%22040fb83b3042498f585d8da273f5a29f-ssl%22	https://ecetfreedom.netlify.app/images/cds.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/cds.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:15	20370/20370	---M--	200	added ('OK')	image/png	etag:%22182b30f3f97c553fec92eb15ace18069-ssl%22	https://ecetfreedom.netlify.app/images/cpp.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/cpp.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:15	29899/29899	---M--	200	added ('OK')	image/png	etag:%223d4b58b2734d18685aa3ad653dde0d0a-ssl%22	https://ecetfreedom.netlify.app/images/java.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/java.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:16	27150/27150	---M--	200	added ('OK')	image/jpeg	etag:%22fd8d3f0a9dc4d46583a717f0f80d7107-ssl%22	https://ecetfreedom.netlify.app/images/rdbms.jpg	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/rdbms.jpg	(from https://ecetfreedom.netlify.app/techp.html)
10:15:16	37342/37342	---M--	200	added ('OK')	image/png	etag:%22851ea15ae4ec4d33809b0cbe3f662f97-ssl%22	https://ecetfreedom.netlify.app/images/os.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/os.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:17	12487/12487	---M--	200	added ('OK')	image/png	etag:%22e3593159abfca27aa2c80e9ba9e3e407-ssl%22	https://ecetfreedom.netlify.app/images/co2.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/co2.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:17	30618/30618	---M--	200	added ('OK')	image/png	etag:%223b2c56d73a732ffba4ad865fa8edb752-ssl%22	https://ecetfreedom.netlify.app/images/mp.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/mp.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:18	9623/9623	---M--	200	added ('OK')	image/png	etag:%225be705e8b657f39bef9bc2659557aaf5-ssl%22	https://ecetfreedom.netlify.app/images/cn1.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/cn1.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:18	21112/21112	---M--	200	added ('OK')	image/png	etag:%22f15b51fb31d3b785d4176d5cb315fa2c-ssl%22	https://ecetfreedom.netlify.app/images/ip.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/ip.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:19	11377/11377	---M--	200	added ('OK')	image/png	etag:%22934cbd34c14dcab502d7ee808832f350-ssl%22	https://ecetfreedom.netlify.app/images/dld.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/dld.png	(from https://ecetfreedom.netlify.app/techp.html)
10:15:19	1425/1425	---M-Z	200	added ('OK')	text/css	etag:%222f349b0c8f6c843787bd35161a4c5ea2-ssl-df%22	https://ecetfreedom.netlify.app/css/nontechp.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/nontechp.css	(from https://ecetfreedom.netlify.app/nontechp.html)
10:15:20	7853/7853	---M--	200	added ('OK')	image/png	etag:%22b4d8446f216326c16652c41737376c23-ssl%22	https://ecetfreedom.netlify.app/images/math.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/math.png	(from https://ecetfreedom.netlify.app/nontechp.html)
10:15:20	4707/4707	---M--	200	added ('OK')	image/png	etag:%2267eee6810a5cd95774b516f7f68049f8-ssl%22	https://ecetfreedom.netlify.app/images/phy1.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/phy1.png	(from https://ecetfreedom.netlify.app/nontechp.html)
10:15:21	2682/2682	---M--	200	added ('OK')	image/png	etag:%2260df8b9bd5b4c1bc8843d6370f2d6ab0-ssl%22	https://ecetfreedom.netlify.app/images/chem1.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/chem1.png	(from https://ecetfreedom.netlify.app/nontechp.html)
10:15:21	1118/1118	---M-Z	200	added ('OK')	text/css	etag:%2260306a493cd383f11e1b79951a48f7f0-ssl-df%22	https://ecetfreedom.netlify.app/css/mockstart.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/mockstart.css	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:22	14170/14170	---MCZ	200	added ('OK')	text/html	etag:%22b0cae2b3cd3c3d2487474266fea14c2f-ssl-df%22	https://ecetfreedom.netlify.app/mocktest6ce8.html?name=mt1&year=2019&key=3918A6454335A69EA25BD2B9EF5DD8B2	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mocktest6ce86ce8.html	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:23	14170/14170	---MCZ	200	added ('OK')	text/html	etag:%22e573ba942cb1a92302e28b8d30a1244a-ssl-df%22	https://ecetfreedom.netlify.app/mocktest9d93.html?name=mt2&year=2018&key=3918A6454335A69EA25BD2B9EF5DD8B2	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mocktest9d939d93.html	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:23	14170/14170	---MCZ	200	added ('OK')	text/html	etag:%228b01a945bb2f9f92ae21a7ecc77ccdab-ssl-df%22	https://ecetfreedom.netlify.app/mocktestfa42.html?name=mt3&year=2017&key=3918A6454335A69EA25BD2B9EF5DD8B2	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mocktestfa42fa42.html	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:24	13415/13415	---MCZ	200	added ('OK')	text/html	etag:%22cf53765e023af6efc1ac64700676ad8a-ssl-df%22	https://ecetfreedom.netlify.app/mocktest2dfa1.html?name=mt4&year=2019&key=86F7A8E49FEC936938F6957EC1145E20	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mocktest2dfa1dfa1.html	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:24	14158/14158	---MCZ	200	added ('OK')	text/html	etag:%22c668b6de2defd2db282f02cd538cb1cc-ssl-df%22	https://ecetfreedom.netlify.app/mocktest21576.html?name=mt5&year=2018&key=86F7A8E49FEC936938F6957EC1145E20	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mocktest215761576.html	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:25	14158/14158	---MCZ	200	added ('OK')	text/html	etag:%22bb1f6a43a515106dab0bab93e763539f-ssl-df%22	https://ecetfreedom.netlify.app/mocktest22236.html?name=mt6&year=2017&key=86F7A8E49FEC936938F6957EC1145E20	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/mocktest222362236.html	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:25	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/www.gstatic.com/firebasejs/7.17.2/firebase.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/www.gstatic.com/firebasejs/7.17.2/firebase.47.delayed	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:26	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/www.gstatic.com/firebasejs/7.17.2/firebase-auth.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/www.gstatic.com/firebasejs/7.17.2/firebase-auth.48.delayed	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:26	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/www.gstatic.com/firebasejs/7.17.2/firebase-analytics.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/www.gstatic.com/firebasejs/7.17.2/firebase-analytics.49.delayed	(from https://ecetfreedom.netlify.app/mockstart.html)
10:15:27	1909/1909	---M-Z	200	added ('OK')	text/css	etag:%22bfd597e431354950881dc2b9ef469e6c-ssl-df%22	https://ecetfreedom.netlify.app/css/about.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/about.css	(from https://ecetfreedom.netlify.app/about.html)
10:15:27	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1667571734-ssl-df	https://ecetfreedom.netlify.app/cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/cdnjs.cloudflare.com/ajax/libs/animate.css/4.0.0/animate.min.4b.delayed	(from https://ecetfreedom.netlify.app/about.html)
10:15:28	11983/11983	---M--	200	added ('OK')	image/png	etag:%226d94593d20ee53ba9a811b4dc2e1edf0-ssl%22	https://ecetfreedom.netlify.app/images/discussion1.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/discussion1.png	(from https://ecetfreedom.netlify.app/about.html)
10:15:29	268162/268162	---M--	200	added ('OK')	image/png	etag:%224e2f7de6aa428c2fa3cdcb1088534853-ssl%22	https://ecetfreedom.netlify.app/images/question%20screen.png	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/images/question%20screen.png	(from https://ecetfreedom.netlify.app/about.html)
10:15:29	346/346	---M--	200	added ('OK')	text/css	etag:%22d01be50cd1ee6149ba93267c1d826d1c-ssl%22	https://ecetfreedom.netlify.app/css/result.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/result.css	(from https://ecetfreedom.netlify.app/result.html)
10:15:30	1315/1315	---M-Z	200	added ('OK')	application/javascript	etag:%22c24e44b6c4d2de72af105a4e61622957-ssl-df%22	https://ecetfreedom.netlify.app/js/result.js	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/js/result.js	(from https://ecetfreedom.netlify.app/result.html)
10:15:30	165/165	---M--	200	added ('OK')	text/css	etag:%2294cf397811a0aa0d1258efb3af639093-ssl%22	https://ecetfreedom.netlify.app/css/syllabus.css	C:/My%20Web%20Sites/EcetCoach/ecetfreedom.netlify.app/css/syllabus.css	(from https://ecetfreedom.netlify.app/syllabus.html)
